ac_id,us_id,epic_id,squad,owner_role,estimate_points,phase_primary,phase_secondary,priority,moscow,release,requirement_type,nfr_metric,nfr_target,depends_on_epics,depends_on_us,depends_on_acs,test_layer_required,min_automated_tests,framework_tags,control_clause_ids,requirement_statement,objective,preconditions,verification_procedure,expected_result,edge_cases,suggested_tc_primary,suggested_tc_negative,automation_hints,architecture_refs
AC-DG-11-001-01,US-DG-11-001,EPIC-DG-11,observability,sre,3,L13,C5,P1,Should,MVP,Functional,,,,,,integration,1,,,Callback list includes LangFuse when enabled and LangSmith when enabled (Architecture §8.2).,Verify AC-DG-11-001-01: Callback list includes LangFuse when enabled and LangSmith when enabled (Architecture §8.2).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-11.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-11-001-01,TC-DG-11-001-01.2,"pytest marker @pytest.mark.req(""AC-DG-11-001-01"") or Xray/TestRail key == AC-DG-11-001-01",Architecture §8.2
AC-DG-11-001-02,US-DG-11-001,EPIC-DG-11,observability,sre,3,L13,C5,P0,Must,MVP,Functional,,,,,,integration,1,,,Raw LLM output persisted only in tenant PostgreSQL; external sinks capped to 4KiB excerpt (Architecture §23.1 Q9).,Verify AC-DG-11-001-02: Raw LLM output persisted only in tenant PostgreSQL; external sinks capped to 4KiB excerpt (Architecture §23.1 Q9).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-11.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-11-001-02,TC-DG-11-001-02.2,"pytest marker @pytest.mark.req(""AC-DG-11-001-02"") or Xray/TestRail key == AC-DG-11-001-02",Architecture §23.1 Q9
AC-DG-11-001-03,US-DG-11-001,EPIC-DG-11,observability,sre,3,L13,C5,P0,Must,MVP,Functional,,,,,,integration,1,,,`SECRET`-classified fields never exported to traces (Architecture §20.3).,Verify AC-DG-11-001-03: `SECRET`-classified fields never exported to traces (Architecture §20.3).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-11.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-11-001-03,TC-DG-11-001-03.2,"pytest marker @pytest.mark.req(""AC-DG-11-001-03"") or Xray/TestRail key == AC-DG-11-001-03",Architecture §20.3
AC-DG-11-002-01,US-DG-11-002,EPIC-DG-11,observability,sre,3,L13,C5,P1,Should,MVP,Functional,,,,,,integration,1,,,LangFuse observations of type `GENERATION` feed documented aggregation query pattern (Architecture §8.3).,Verify AC-DG-11-002-01: LangFuse observations of type `GENERATION` feed documented aggregation query pattern (Architecture §8.3).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-11.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-11-002-01,TC-DG-11-002-01.2,"pytest marker @pytest.mark.req(""AC-DG-11-002-01"") or Xray/TestRail key == AC-DG-11-002-01",Architecture §8.3
AC-DG-11-002-02,US-DG-11-002,EPIC-DG-11,observability,sre,3,L13,C5,P1,Should,Hardening,Functional,,,,,,integration,1,,,Budget alert triggers when single scan exceeds threshold and can abort scan (Architecture §8.4; job `budget.max_llm_usd` §28.4).,Verify AC-DG-11-002-02: Budget alert triggers when single scan exceeds threshold and can abort scan (Architecture §8.4; job `budget.max_llm_usd` §28.4).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-11.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-11-002-02,TC-DG-11-002-02.2,"pytest marker @pytest.mark.req(""AC-DG-11-002-02"") or Xray/TestRail key == AC-DG-11-002-02",Architecture §8.4; job `budget.max_llm_usd` §28.4
AC-DG-11-003-01,US-DG-11-003,EPIC-DG-11,observability,sre,3,L13,C5,P1,Should,MVP,Functional,,,,,,integration,1,,,`false-positive-registry` eval cannot regress >2% absolute vs baseline on `main` (Architecture §33.2).,Verify AC-DG-11-003-01: `false-positive-registry` eval cannot regress >2% absolute vs baseline on `main` (Architecture §33.2).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-11.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-11-003-01,TC-DG-11-003-01.2,"pytest marker @pytest.mark.req(""AC-DG-11-003-01"") or Xray/TestRail key == AC-DG-11-003-01",Architecture §33.2
AC-DG-11-003-02,US-DG-11-003,EPIC-DG-11,observability,sre,3,L13,C5,P1,Should,MVP,Functional,,,,,,integration,1,,,Datasets enumerated in §7.3 exist in `eval/datasets` with documented ownership.,Verify AC-DG-11-003-02: Datasets enumerated in §7.3 exist in `eval/datasets` with documented ownership.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-11.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-11-003-02,TC-DG-11-003-02.2,"pytest marker @pytest.mark.req(""AC-DG-11-003-02"") or Xray/TestRail key == AC-DG-11-003-02",Architecture_Design.md (see product spec)
AC-DG-11-004-01,US-DG-11-004,EPIC-DG-11,observability,sre,4,L13,C5,P1,Should,Hardening,NFR,p95_latency,Defined in AC statement,,,,integration,1,,,"P95 total scan <10 min for reference ≤500k LOC tracked as SLO (Architecture §21.1, §35.1).","Verify AC-DG-11-004-01: P95 total scan <10 min for reference ≤500k LOC tracked as SLO (Architecture §21.1, §35.1).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-11.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-11-004-01,TC-DG-11-004-01.2,"pytest marker @pytest.mark.req(""AC-DG-11-004-01"") or Xray/TestRail key == AC-DG-11-004-01","Architecture §21.1, §35.1"
AC-DG-11-004-02,US-DG-11-004,EPIC-DG-11,observability,sre,4,L13,C5,P1,Should,Hardening,NFR,queue_depth,Defined in AC statement,,,,integration,1,,,Queue depth >500 pending >15m raises alert (Architecture §35.2).,Verify AC-DG-11-004-02: Queue depth >500 pending >15m raises alert (Architecture §35.2).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-11.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-11-004-02,TC-DG-11-004-02.2,"pytest marker @pytest.mark.req(""AC-DG-11-004-02"") or Xray/TestRail key == AC-DG-11-004-02",Architecture §35.2
AC-DG-11-005-01,US-DG-11-005,EPIC-DG-11,observability,sre,3,L13,C5,P1,Should,MVP,Functional,,,,,,integration,1,,,"API emits spans for `POST /v1/scans`, DB queries as child spans where practical (Architecture §26.2, §35).","Verify AC-DG-11-005-01: API emits spans for `POST /v1/scans`, DB queries as child spans where practical (Architecture §26.2, §35).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-11.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-11-005-01,TC-DG-11-005-01.2,"pytest marker @pytest.mark.req(""AC-DG-11-005-01"") or Xray/TestRail key == AC-DG-11-005-01","Architecture §26.2, §35"
