ac_id,us_id,epic_id,squad,owner_role,estimate_points,phase_primary,phase_secondary,priority,moscow,release,requirement_type,nfr_metric,nfr_target,depends_on_epics,depends_on_us,depends_on_acs,test_layer_required,min_automated_tests,framework_tags,control_clause_ids,requirement_statement,objective,preconditions,verification_procedure,expected_result,edge_cases,suggested_tc_primary,suggested_tc_negative,automation_hints,architecture_refs
AC-DG-03-001-01,US-DG-03-001,EPIC-DG-03,identity-tenancy,security_engineer,3,L3,L14/C5,P0,Must,MVP,Functional,,,,,,unit+integration,1,,,"JWT validates issuer/audience configured by `JWT_ISSUER`, `JWT_AUDIENCE` (Architecture §27.1, §28.2).","Verify AC-DG-03-001-01: JWT validates issuer/audience configured by `JWT_ISSUER`, `JWT_AUDIENCE` (Architecture §27.1, §28.2).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-03.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-03-001-01,TC-DG-03-001-01.2,"pytest marker @pytest.mark.req(""AC-DG-03-001-01"") or Xray/TestRail key == AC-DG-03-001-01","Architecture §27.1, §28.2"
AC-DG-03-001-02,US-DG-03-001,EPIC-DG-03,identity-tenancy,security_engineer,3,L3,L14/C5,P0,Must,MVP,Functional,,,,,,unit+integration,1,,,Claim `tenant_id` (UUID) is mandatory for authorisation context.,Verify AC-DG-03-001-02: Claim `tenant_id` (UUID) is mandatory for authorisation context.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-03.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-03-001-02,TC-DG-03-001-02.2,"pytest marker @pytest.mark.req(""AC-DG-03-001-02"") or Xray/TestRail key == AC-DG-03-001-02",Architecture_Design.md (see product spec)
AC-DG-03-001-03,US-DG-03-001,EPIC-DG-03,identity-tenancy,security_engineer,3,L3,L14/C5,P0,Must,MVP,Functional,,,,,,unit+integration,1,,,"Roles `scanner`, `admin`, `auditor` constrain verbs (e.g. auditors read-only; policy upload admin-only) (Architecture §28.2).","Verify AC-DG-03-001-03: Roles `scanner`, `admin`, `auditor` constrain verbs (e.g. auditors read-only; policy upload admin-only) (Architecture §28.2).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-03.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-03-001-03,TC-DG-03-001-03.2,"pytest marker @pytest.mark.req(""AC-DG-03-001-03"") or Xray/TestRail key == AC-DG-03-001-03",Architecture §28.2
AC-DG-03-002-01,US-DG-03-002,EPIC-DG-03,identity-tenancy,security_engineer,3,L3,L14/C5,P0,Must,MVP,Functional,,,,,,unit+integration,1,,,"Every persisted row carries `tenant_id` and API middleware rejects mismatched paths (Architecture §28.2, §29.1).","Verify AC-DG-03-002-01: Every persisted row carries `tenant_id` and API middleware rejects mismatched paths (Architecture §28.2, §29.1).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces. | 4. Execute negative path and assert stable error_code with no side effects.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-03.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-03-002-01,TC-DG-03-002-01.2,"pytest marker @pytest.mark.req(""AC-DG-03-002-01"") or Xray/TestRail key == AC-DG-03-002-01","Architecture §28.2, §29.1"
AC-DG-03-002-02,US-DG-03-002,EPIC-DG-03,identity-tenancy,security_engineer,3,L3,L14/C5,P0,Must,MVP,Functional,,,,,,unit+integration,1,,,Object storage keys are namespaced by `tenant_id` / `scan_id` (Architecture §32.1).,Verify AC-DG-03-002-02: Object storage keys are namespaced by `tenant_id` / `scan_id` (Architecture §32.1).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-03.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-03-002-02,TC-DG-03-002-02.2,"pytest marker @pytest.mark.req(""AC-DG-03-002-02"") or Xray/TestRail key == AC-DG-03-002-02",Architecture §32.1
AC-DG-03-003-01,US-DG-03-003,EPIC-DG-03,identity-tenancy,security_engineer,3,L3,L14/C5,P0,Must,MVP,Functional,,,,,,unit+integration,1,,,"Effective config = `deep_merge(DEFAULT_RUNTIME_CONFIG, tenants.runtime_config[, scan_job_overrides])` per §24.2.","Verify AC-DG-03-003-01: Effective config = `deep_merge(DEFAULT_RUNTIME_CONFIG, tenants.runtime_config[, scan_job_overrides])` per §24.2.",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-03.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-03-003-01,TC-DG-03-003-01.2,"pytest marker @pytest.mark.req(""AC-DG-03-003-01"") or Xray/TestRail key == AC-DG-03-003-01",Architecture_Design.md (see product spec)
AC-DG-03-003-02,US-DG-03-003,EPIC-DG-03,identity-tenancy,security_engineer,3,L3,L14/C5,P0,Must,MVP,Functional,,,,,,unit+integration,1,,,Scan-level overrides allowed only for `budget.*` and `notifications.*` unless role `admin` (Architecture §24.2).,Verify AC-DG-03-003-02: Scan-level overrides allowed only for `budget.*` and `notifications.*` unless role `admin` (Architecture §24.2).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-03.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-03-003-02,TC-DG-03-003-02.2,"pytest marker @pytest.mark.req(""AC-DG-03-003-02"") or Xray/TestRail key == AC-DG-03-003-02",Architecture §24.2
AC-DG-03-003-03,US-DG-03-003,EPIC-DG-03,identity-tenancy,security_engineer,3,L3,L14/C5,P0,Must,MVP,Functional,,,,,,unit+integration,1,,,Safety flags such as `semantic_cache_threshold` cannot be overridden by non-admin (Architecture §24.2).,Verify AC-DG-03-003-03: Safety flags such as `semantic_cache_threshold` cannot be overridden by non-admin (Architecture §24.2).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-03.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-03-003-03,TC-DG-03-003-03.2,"pytest marker @pytest.mark.req(""AC-DG-03-003-03"") or Xray/TestRail key == AC-DG-03-003-03",Architecture §24.2
AC-DG-03-004-01,US-DG-03-004,EPIC-DG-03,identity-tenancy,security_engineer,3,L3,L14/C5,P0,Must,MVP,Functional,,,,,,unit+integration,1,,,"When `max_concurrent_scans` / `MAX_CONCURRENT_SCANS_PER_TENANT` exceeded, API returns `429` with `Retry-After` (Architecture §35.2, §24.1).","Verify AC-DG-03-004-01: When `max_concurrent_scans` / `MAX_CONCURRENT_SCANS_PER_TENANT` exceeded, API returns `429` with `Retry-After` (Architecture §35.2, §24.1).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-03.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-03-004-01,TC-DG-03-004-01.2,"pytest marker @pytest.mark.req(""AC-DG-03-004-01"") or Xray/TestRail key == AC-DG-03-004-01","Architecture §35.2, §24.1"
AC-DG-03-005-01,US-DG-03-005,EPIC-DG-03,identity-tenancy,security_engineer,3,L3,L14/C5,P0,Must,MVP,Functional,,,,,,unit+integration,1,,,"When mTLS enabled, API verifies client cert chain and maps certificate to `tenant_id` / service identity (Architecture §28.2).","Verify AC-DG-03-005-01: When mTLS enabled, API verifies client cert chain and maps certificate to `tenant_id` / service identity (Architecture §28.2).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-03.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-03-005-01,TC-DG-03-005-01.2,"pytest marker @pytest.mark.req(""AC-DG-03-005-01"") or Xray/TestRail key == AC-DG-03-005-01",Architecture §28.2
