ac_id,us_id,epic_id,squad,owner_role,estimate_points,phase_primary,phase_secondary,priority,moscow,release,requirement_type,nfr_metric,nfr_target,depends_on_epics,depends_on_us,depends_on_acs,test_layer_required,min_automated_tests,framework_tags,control_clause_ids,requirement_statement,objective,preconditions,verification_procedure,expected_result,edge_cases,suggested_tc_primary,suggested_tc_negative,automation_hints,architecture_refs
AC-DG-04-001-01,US-DG-04-001,EPIC-DG-04,ingestion-codeintel,ml_platform_engineer,3,L6,L8/L9,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,Supports HTTPS/SSH clone paths documented for GitHub/GitLab/Gitee/Bitbucket (Architecture §11.1; Business doc §4).,Verify AC-DG-04-001-01: Supports HTTPS/SSH clone paths documented for GitHub/GitLab/Gitee/Bitbucket (Architecture §11.1; Business doc §4).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-04.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-04-001-01,TC-DG-04-001-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-001-01"") or Xray/TestRail key == AC-DG-04-001-01",Architecture §11.1; Business doc §4
AC-DG-04-001-02,US-DG-04-001,EPIC-DG-04,ingestion-codeintel,ml_platform_engineer,3,L6,L8/L9,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,`REPO_CLONE_DEPTH` default applied unless overridden by allowed job config (Architecture §27.2).,Verify AC-DG-04-001-02: `REPO_CLONE_DEPTH` default applied unless overridden by allowed job config (Architecture §27.2).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-04.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-04-001-02,TC-DG-04-001-02.2,"pytest marker @pytest.mark.req(""AC-DG-04-001-02"") or Xray/TestRail key == AC-DG-04-001-02",Architecture §27.2
AC-DG-04-001-03,US-DG-04-001,EPIC-DG-04,ingestion-codeintel,ml_platform_engineer,3,L6,L8/L9,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,"On success, `repo_local_path` and `repo_metadata` populated in `ScanState` (Architecture §4.2, §5.4).","Verify AC-DG-04-001-03: On success, `repo_local_path` and `repo_metadata` populated in `ScanState` (Architecture §4.2, §5.4).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-04.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-04-001-03,TC-DG-04-001-03.2,"pytest marker @pytest.mark.req(""AC-DG-04-001-03"") or Xray/TestRail key == AC-DG-04-001-03","Architecture §4.2, §5.4"
AC-DG-04-002-01,US-DG-04-002,EPIC-DG-04,ingestion-codeintel,ml_platform_engineer,3,L6,L8/L9,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,"`REPO_MAX_BYTES` soft cap enforced with clear `ScanAbortError` / `error_code` (Architecture §27.2, §19.1).","Verify AC-DG-04-002-01: `REPO_MAX_BYTES` soft cap enforced with clear `ScanAbortError` / `error_code` (Architecture §27.2, §19.1).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-04.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-04-002-01,TC-DG-04-002-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-002-01"") or Xray/TestRail key == AC-DG-04-002-01","Architecture §27.2, §19.1"
AC-DG-04-002-02,US-DG-04-002,EPIC-DG-04,ingestion-codeintel,ml_platform_engineer,3,L6,L8/L9,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,ZIP/tarball uploads respect max compressed size policy (2GB in Architecture §11.1).,Verify AC-DG-04-002-02: ZIP/tarball uploads respect max compressed size policy (2GB in Architecture §11.1).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-04.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-04-002-02,TC-DG-04-002-02.2,"pytest marker @pytest.mark.req(""AC-DG-04-002-02"") or Xray/TestRail key == AC-DG-04-002-02",Architecture_Design.md (see product spec)
AC-DG-04-003-01,US-DG-04-003,EPIC-DG-04,ingestion-codeintel,ml_platform_engineer,3,L6,L8/L9,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,Object key layout `…/scans/{scan_id}/repo.tar.zst` (or equivalent) per §32.1.,Verify AC-DG-04-003-01: Object key layout `…/scans/{scan_id}/repo.tar.zst` (or equivalent) per §32.1.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-04.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-04-003-01,TC-DG-04-003-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-003-01"") or Xray/TestRail key == AC-DG-04-003-01",Architecture_Design.md (see product spec)
AC-DG-04-003-02,US-DG-04-003,EPIC-DG-04,ingestion-codeintel,ml_platform_engineer,3,L6,L8/L9,P0,Must,MVP,Functional,,,,,,unit+integration,1,,,"Default deletion of repo archive 24h after `COMPLETE` unless tenant override `retention_repo_archive_hours` (Architecture §32.2, §24.1).","Verify AC-DG-04-003-02: Default deletion of repo archive 24h after `COMPLETE` unless tenant override `retention_repo_archive_hours` (Architecture §32.2, §24.1).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-04.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-04-003-02,TC-DG-04-003-02.2,"pytest marker @pytest.mark.req(""AC-DG-04-003-02"") or Xray/TestRail key == AC-DG-04-003-02","Architecture §32.2, §24.1"
AC-DG-04-004-01,US-DG-04-004,EPIC-DG-04,ingestion-codeintel,ml_platform_engineer,3,L6,L8/L9,P0,Must,MVP,Functional,,,,,,unit+integration,1,,,Cloud credentials resolved via Calypso pattern with ≤15m TTL; secrets never persisted in `ScanState` (Architecture §20.1).,Verify AC-DG-04-004-01: Cloud credentials resolved via Calypso pattern with ≤15m TTL; secrets never persisted in `ScanState` (Architecture §20.1).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-04.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-04-004-01,TC-DG-04-004-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-004-01"") or Xray/TestRail key == AC-DG-04-004-01",Architecture §20.1
AC-DG-04-004-02,US-DG-04-004,EPIC-DG-04,ingestion-codeintel,ml_platform_engineer,3,L6,L8/L9,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,"`cloud_snapshots` map keyed by `profile_id` stored as artifact refs when large (Architecture §5.3, §23.1 Q4).","Verify AC-DG-04-004-02: `cloud_snapshots` map keyed by `profile_id` stored as artifact refs when large (Architecture §5.3, §23.1 Q4).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-04.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-04-004-02,TC-DG-04-004-02.2,"pytest marker @pytest.mark.req(""AC-DG-04-004-02"") or Xray/TestRail key == AC-DG-04-004-02","Architecture §5.3, §23.1 Q4"
AC-DG-04-005-01,US-DG-04-005,EPIC-DG-04,ingestion-codeintel,ml_platform_engineer,3,L6,L8/L9,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,IaC-only path accepts Terraform plan JSON / templates per ingestion table (Architecture §11.1).,Verify AC-DG-04-005-01: IaC-only path accepts Terraform plan JSON / templates per ingestion table (Architecture §11.1).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-04.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-04-005-01,TC-DG-04-005-01.2,"pytest marker @pytest.mark.req(""AC-DG-04-005-01"") or Xray/TestRail key == AC-DG-04-005-01",Architecture §11.1
